# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Nov  5 13:31:29 2024
#
# User preference: *
#
# CONSTRAINT:  order by plntname asc
#
# COLUMN plntname:       Planet Name
# COLUMN centralwavelng: Central Wavelength [microns]
# COLUMN bandwidth:      Band Width [microns]
# COLUMN plntransdep:    Transit Depth [percentage]
# COLUMN plntransdeperr1: Transit Depth Upper Unc. [percentage]
# COLUMN plntransdeperr2: Transit Depth Lower Unc. [percentage]
# COLUMN plntransdeplim: Transit Depth Limit Flag
# COLUMN plnradj:        Planet Radius [Jupiter radii]
# COLUMN plnradjerr1:    Planet Radius Upper Unc. [Jupiter radii]
# COLUMN plnradjerr2:    Planet Radius Lower Unc. [Jupiter radii]
# COLUMN plnradjlim:     Planet Radius Limit Flag
# COLUMN plnratror:      Ratio of Planet to Stellar Radius
# COLUMN plnratrorerr1:  Ratio of Planet to Stellar Radius Upper Unc.
# COLUMN plnratrorerr2:  Ratio of Planet to Stellar Radius Lower Unc.
# COLUMN plnratrorlim:   Ratio of Planet to Stellar Radius Limit Flag
# COLUMN plntranmid:     Transit Mid-Point [BJD]
# COLUMN plntranmiderr1: Transit Mid-Point Upper Unc. [BJD]
# COLUMN plntranmiderr2: Transit Mid-Point Lower Unc. [BJD]
# COLUMN plntranmidlim:  Transit Mid-Point Limit Flag
# COLUMN plntranreflink: Reference
# COLUMN facility:       Facility
# COLUMN instrument:     Instrument
#
plntname,centralwavelng,bandwidth,plntransdep,plntransdeperr1,plntransdeperr2,plntransdeplim,plnradj,plnradjerr1,plnradjerr2,plnradjlim,plnratror,plnratrorerr1,plnratrorerr2,plnratrorlim,plntranmid,plntranmiderr1,plntranmiderr2,plntranmidlim,plntranreflink,facility,instrument
WASP-39 b,0.8056,0.0016,2.109223,0.010650,-0.010650,0,,,,,,,,,,,,,<a refstr=FEINSTEIN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221110493F/abstract target=ref>Feinstein et al. 2022</a>,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Imager and Slitless Spectrograph (NIRISS)
WASP-39 b,0.8089,0.0016,2.087385,0.010857,-0.010857,0,,,,,,,,,,,,,<a refstr=FEINSTEIN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221110493F/abstract target=ref>Feinstein et al. 2022</a>,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Imager and Slitless Spectrograph (NIRISS)
WASP-39 b,0.8121,0.0016,2.107820,0.011159,-0.011159,0,,,,,,,,,,,,,<a refstr=FEINSTEIN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221110493F/abstract target=ref>Feinstein et al. 2022</a>,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Imager and Slitless Spectrograph (NIRISS)
WASP-39 b,0.8153,0.0016,2.094350,0.011246,-0.011246,0,,,,,,,,,,,,,<a refstr=FEINSTEIN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221110493F/abstract target=ref>Feinstein et al. 2022</a>,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Imager and Slitless Spectrograph (NIRISS)
WASP-39 b,0.8185,0.0016,2.115158,0.011623,-0.011623,0,,,,,,,,,,,,,<a refstr=FEINSTEIN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221110493F/abstract target=ref>Feinstein et al. 2022</a>,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Imager and Slitless Spectrograph (NIRISS)
WASP-39 b,0.8218,0.0016,2.088099,0.011878,-0.011878,0,,,,,,,,,,,,,<a refstr=FEINSTEIN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221110493F/abstract target=ref>Feinstein et al. 2022</a>,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Imager and Slitless Spectrograph (NIRISS)
WASP-39 b,0.8250,0.0016,2.092840,0.011987,-0.011987,0,,,,,,,,,,,,,<a refstr=FEINSTEIN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221110493F/abstract target=ref>Feinstein et al. 2022</a>,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Imager and Slitless Spectrograph (NIRISS)
WASP-39 b,0.8283,0.0016,2.123769,0.012322,-0.012322,0,,,,,,,,,,,,,<a refstr=FEINSTEIN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221110493F/abstract target=ref>Feinstein et al. 2022</a>,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Imager and Slitless Spectrograph (NIRISS)
WASP-39 b,0.8313,0.0016,2.129095,0.014077,-0.014077,0,,,,,,,,,,,,,<a refstr=FEINSTEIN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221110493F/abstract target=ref>Feinstein et al. 2022</a>,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Imager and Slitless Spectrograph (NIRISS)
WASP-39 b,0.8348,0.0016,2.131618,0.014152,-0.014152,0,,,,,,,,,,,,,<a refstr=FEINSTEIN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221110493F/abstract target=ref>Feinstein et al. 2022</a>,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Imager and Slitless Spectrograph (NIRISS)
WASP-39 b,0.8382,0.0019,2.102068,0.012590,-0.012590,0,,,,,,,,,,,,,<a refstr=FEINSTEIN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221110493F/abstract target=ref>Feinstein et al. 2022</a>,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Imager and Slitless Spectrograph (NIRISS)
WASP-39 b,0.8419,0.0019,2.122024,0.012690,-0.012690,0,,,,,,,,,,,,,<a refstr=FEINSTEIN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221110493F/abstract target=ref>Feinstein et al. 2022</a>,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Imager and Slitless Spectrograph (NIRISS)
WASP-39 b,0.8457,0.0019,2.088029,0.013010,-0.013010,0,,,,,,,,,,,,,<a refstr=FEINSTEIN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221110493F/abstract target=ref>Feinstein et al. 2022</a>,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Imager and Slitless Spectrograph (NIRISS)
WASP-39 b,0.8494,0.0019,2.117060,0.013682,-0.013682,0,,,,,,,,,,,,,<a refstr=FEINSTEIN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221110493F/abstract target=ref>Feinstein et al. 2022</a>,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Imager and Slitless Spectrograph (NIRISS)
WASP-39 b,0.5315,,2.126564,0.019961,-0.019961,0,,,,,,,,,,,,,<a refstr=RUSTAMKULOV_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221110487R/abstract target=ref>Rustamkulov et al. 2022</a>,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Spectrograph (NIRSpec) - PRISM
WASP-39 b,0.5391,,2.139270,0.018811,-0.018811,0,,,,,,,,,,,,,<a refstr=RUSTAMKULOV_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221110487R/abstract target=ref>Rustamkulov et al. 2022</a>,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Spectrograph (NIRSpec) - PRISM
WASP-39 b,0.5455,,2.125923,0.015523,-0.015523,0,,,,,,,,,,,,,<a refstr=RUSTAMKULOV_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221110487R/abstract target=ref>Rustamkulov et al. 2022</a>,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Spectrograph (NIRSpec) - PRISM
WASP-39 b,0.5504,,2.146900,0.019292,-0.019292,0,,,,,,,,,,,,,<a refstr=RUSTAMKULOV_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221110487R/abstract target=ref>Rustamkulov et al. 2022</a>,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Spectrograph (NIRSpec) - PRISM
WASP-39 b,0.5538,,2.140356,0.017503,-0.017503,0,,,,,,,,,,,,,<a refstr=RUSTAMKULOV_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221110487R/abstract target=ref>Rustamkulov et al. 2022</a>,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Spectrograph (NIRSpec) - PRISM
WASP-39 b,0.5572,,2.102681,0.016171,-0.016171,0,,,,,,,,,,,,,<a refstr=RUSTAMKULOV_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221110487R/abstract target=ref>Rustamkulov et al. 2022</a>,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Spectrograph (NIRSpec) - PRISM
WASP-39 b,0.5607,,2.126036,0.015231,-0.015231,0,,,,,,,,,,,,,<a refstr=RUSTAMKULOV_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221110487R/abstract target=ref>Rustamkulov et al. 2022</a>,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Spectrograph (NIRSpec) - PRISM
WASP-39 b,0.5642,,2.125326,0.014606,-0.014606,0,,,,,,,,,,,,,<a refstr=RUSTAMKULOV_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221110487R/abstract target=ref>Rustamkulov et al. 2022</a>,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Spectrograph (NIRSpec) - PRISM
WASP-39 b,0.5678,,2.171319,0.013789,-0.013789,0,,,,,,,,,,,,,<a refstr=RUSTAMKULOV_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221110487R/abstract target=ref>Rustamkulov et al. 2022</a>,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Spectrograph (NIRSpec) - PRISM
WASP-39 b,0.5715,,2.135864,0.012972,-0.012972,0,,,,,,,,,,,,,<a refstr=RUSTAMKULOV_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221110487R/abstract target=ref>Rustamkulov et al. 2022</a>,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Spectrograph (NIRSpec) - PRISM
WASP-39 b,0.5752,,2.132574,0.012297,-0.012297,0,,,,,,,,,,,,,<a refstr=RUSTAMKULOV_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221110487R/abstract target=ref>Rustamkulov et al. 2022</a>,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Spectrograph (NIRSpec) - PRISM
WASP-39 b,0.5790,,2.115130,0.011626,-0.011626,0,,,,,,,,,,,,,<a refstr=RUSTAMKULOV_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221110487R/abstract target=ref>Rustamkulov et al. 2022</a>,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Spectrograph (NIRSpec) - PRISM
WASP-39 b,0.5829,,2.146146,0.011280,-0.011280,0,,,,,,,,,,,,,<a refstr=RUSTAMKULOV_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221110487R/abstract target=ref>Rustamkulov et al. 2022</a>,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Spectrograph (NIRSpec) - PRISM
WASP-39 b,0.5869,,2.144670,0.010977,-0.010977,0,,,,,,,,,,,,,<a refstr=RUSTAMKULOV_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221110487R/abstract target=ref>Rustamkulov et al. 2022</a>,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Spectrograph (NIRSpec) - PRISM
WASP-39 b,0.5909,,2.192171,0.010757,-0.010757,0,,,,,,,,,,,,,<a refstr=RUSTAMKULOV_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221110487R/abstract target=ref>Rustamkulov et al. 2022</a>,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Spectrograph (NIRSpec) - PRISM
WASP-39 b,0.5951,,2.152420,0.008319,-0.008319,0,,,,,,,,,,,,,<a refstr=RUSTAMKULOV_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221110487R/abstract target=ref>Rustamkulov et al. 2022</a>,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Spectrograph (NIRSpec) - PRISM
WASP-39 b,0.5993,,2.157461,0.009923,-0.009923,0,,,,,,,,,,,,,<a refstr=RUSTAMKULOV_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221110487R/abstract target=ref>Rustamkulov et al. 2022</a>,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Spectrograph (NIRSpec) - PRISM
WASP-39 b,0.6036,,2.140195,0.009823,-0.009823,0,,,,,,,,,,,,,<a refstr=RUSTAMKULOV_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221110487R/abstract target=ref>Rustamkulov et al. 2022</a>,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Spectrograph (NIRSpec) - PRISM
WASP-39 b,0.6079,,2.123547,0.009403,-0.009403,0,,,,,,,,,,,,,<a refstr=RUSTAMKULOV_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221110487R/abstract target=ref>Rustamkulov et al. 2022</a>,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Spectrograph (NIRSpec) - PRISM
WASP-39 b,0.6124,,2.113426,0.009189,-0.009189,0,,,,,,,,,,,,,<a refstr=RUSTAMKULOV_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221110487R/abstract target=ref>Rustamkulov et al. 2022</a>,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Spectrograph (NIRSpec) - PRISM
WASP-39 b,0.6170,,2.113132,0.009165,-0.009165,0,,,,,,,,,,,,,<a refstr=RUSTAMKULOV_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221110487R/abstract target=ref>Rustamkulov et al. 2022</a>,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Spectrograph (NIRSpec) - PRISM
WASP-39 b,0.6216,,2.115456,0.008852,-0.008852,0,,,,,,,,,,,,,<a refstr=RUSTAMKULOV_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221110487R/abstract target=ref>Rustamkulov et al. 2022</a>,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Spectrograph (NIRSpec) - PRISM
WASP-39 b,0.6264,,2.119918,0.008580,-0.008580,0,,,,,,,,,,,,,<a refstr=RUSTAMKULOV_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221110487R/abstract target=ref>Rustamkulov et al. 2022</a>,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Spectrograph (NIRSpec) - PRISM
WASP-39 b,0.6313,,2.119629,0.008343,-0.008343,0,,,,,,,,,,,,,<a refstr=RUSTAMKULOV_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221110487R/abstract target=ref>Rustamkulov et al. 2022</a>,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Spectrograph (NIRSpec) - PRISM
WASP-39 b,0.6362,,2.106633,0.008111,-0.008111,0,,,,,,,,,,,,,<a refstr=RUSTAMKULOV_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221110487R/abstract target=ref>Rustamkulov et al. 2022</a>,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Spectrograph (NIRSpec) - PRISM
WASP-39 b,0.6413,,2.087575,0.007897,-0.007897,0,,,,,,,,,,,,,<a refstr=RUSTAMKULOV_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221110487R/abstract target=ref>Rustamkulov et al. 2022</a>,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Spectrograph (NIRSpec) - PRISM
WASP-39 b,0.6465,,2.096878,0.007683,-0.007683,0,,,,,,,,,,,,,<a refstr=RUSTAMKULOV_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221110487R/abstract target=ref>Rustamkulov et al. 2022</a>,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Spectrograph (NIRSpec) - PRISM
WASP-39 b,0.6518,,2.088090,0.007464,-0.007464,0,,,,,,,,,,,,,<a refstr=RUSTAMKULOV_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221110487R/abstract target=ref>Rustamkulov et al. 2022</a>,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Spectrograph (NIRSpec) - PRISM
WASP-39 b,0.6572,,2.101182,0.007257,-0.007257,0,,,,,,,,,,,,,<a refstr=RUSTAMKULOV_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221110487R/abstract target=ref>Rustamkulov et al. 2022</a>,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Spectrograph (NIRSpec) - PRISM
WASP-39 b,0.6628,,2.105234,0.007210,-0.007210,0,,,,,,,,,,,,,<a refstr=RUSTAMKULOV_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221110487R/abstract target=ref>Rustamkulov et al. 2022</a>,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Spectrograph (NIRSpec) - PRISM
WASP-39 b,0.6685,,2.086339,0.006661,-0.006661,0,,,,,,,,,,,,,<a refstr=RUSTAMKULOV_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221110487R/abstract target=ref>Rustamkulov et al. 2022</a>,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Spectrograph (NIRSpec) - PRISM
WASP-39 b,0.6743,,2.098336,0.006920,-0.006920,0,,,,,,,,,,,,,<a refstr=RUSTAMKULOV_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221110487R/abstract target=ref>Rustamkulov et al. 2022</a>,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Spectrograph (NIRSpec) - PRISM
WASP-39 b,0.6802,,2.091400,0.006982,-0.006982,0,,,,,,,,,,,,,<a refstr=RUSTAMKULOV_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221110487R/abstract target=ref>Rustamkulov et al. 2022</a>,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Spectrograph (NIRSpec) - PRISM
WASP-39 b,0.6863,,2.108245,0.006042,-0.006042,0,,,,,,,,,,,,,<a refstr=RUSTAMKULOV_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221110487R/abstract target=ref>Rustamkulov et al. 2022</a>,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Spectrograph (NIRSpec) - PRISM
WASP-39 b,0.6926,,2.103441,0.007084,-0.007084,0,,,,,,,,,,,,,<a refstr=RUSTAMKULOV_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221110487R/abstract target=ref>Rustamkulov et al. 2022</a>,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Spectrograph (NIRSpec) - PRISM
WASP-39 b,0.6990,,2.093834,0.006828,-0.006828,0,,,,,,,,,,,,,<a refstr=RUSTAMKULOV_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221110487R/abstract target=ref>Rustamkulov et al. 2022</a>,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Spectrograph (NIRSpec) - PRISM
WASP-39 b,0.7055,,2.125707,0.006945,-0.006945,0,,,,,,,,,,,,,<a refstr=RUSTAMKULOV_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221110487R/abstract target=ref>Rustamkulov et al. 2022</a>,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Spectrograph (NIRSpec) - PRISM
WASP-39 b,0.7123,,2.093278,0.006625,-0.006625,0,,,,,,,,,,,,,<a refstr=RUSTAMKULOV_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221110487R/abstract target=ref>Rustamkulov et al. 2022</a>,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Spectrograph (NIRSpec) - PRISM
WASP-39 b,0.7191,,2.092336,0.006280,-0.006280,0,,,,,,,,,,,,,<a refstr=RUSTAMKULOV_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221110487R/abstract target=ref>Rustamkulov et al. 2022</a>,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Spectrograph (NIRSpec) - PRISM
WASP-39 b,0.7262,,2.098572,0.006656,-0.006656,0,,,,,,,,,,,,,<a refstr=RUSTAMKULOV_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221110487R/abstract target=ref>Rustamkulov et al. 2022</a>,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Spectrograph (NIRSpec) - PRISM
WASP-39 b,0.7409,,2.079856,0.011746,-0.011746,0,,,,,,,,,,,,,<a refstr=RUSTAMKULOV_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221110487R/abstract target=ref>Rustamkulov et al. 2022</a>,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Spectrograph (NIRSpec) - PRISM
WASP-39 b,0.7643,,2.091950,0.009395,-0.009395,0,,,,,,,,,,,,,<a refstr=RUSTAMKULOV_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221110487R/abstract target=ref>Rustamkulov et al. 2022</a>,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Spectrograph (NIRSpec) - PRISM
WASP-39 b,0.7896,,2.091335,0.007819,-0.007819,0,,,,,,,,,,,,,<a refstr=RUSTAMKULOV_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221110487R/abstract target=ref>Rustamkulov et al. 2022</a>,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Spectrograph (NIRSpec) - PRISM
WASP-39 b,0.8171,,2.091418,0.008482,-0.008482,0,,,,,,,,,,,,,<a refstr=RUSTAMKULOV_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221110487R/abstract target=ref>Rustamkulov et al. 2022</a>,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Spectrograph (NIRSpec) - PRISM
WASP-39 b,0.8468,,2.072400,0.010267,-0.010267,0,,,,,,,,,,,,,<a refstr=RUSTAMKULOV_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221110487R/abstract target=ref>Rustamkulov et al. 2022</a>,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Spectrograph (NIRSpec) - PRISM
WASP-39 b,0.8790,,2.069746,0.005779,-0.005779,0,,,,,,,,,,,,,<a refstr=RUSTAMKULOV_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221110487R/abstract target=ref>Rustamkulov et al. 2022</a>,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Spectrograph (NIRSpec) - PRISM
WASP-39 b,0.9138,,2.081943,0.005520,-0.005520,0,,,,,,,,,,,,,<a refstr=RUSTAMKULOV_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221110487R/abstract target=ref>Rustamkulov et al. 2022</a>,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Spectrograph (NIRSpec) - PRISM
WASP-39 b,0.9515,,2.109777,0.011360,-0.011360,0,,,,,,,,,,,,,<a refstr=RUSTAMKULOV_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221110487R/abstract target=ref>Rustamkulov et al. 2022</a>,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Spectrograph (NIRSpec) - PRISM
WASP-39 b,0.9921,,2.077944,0.004923,-0.004923,0,,,,,,,,,,,,,<a refstr=RUSTAMKULOV_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221110487R/abstract target=ref>Rustamkulov et al. 2022</a>,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Spectrograph (NIRSpec) - PRISM
WASP-39 b,1.0356,,2.082573,0.009062,-0.009062,0,,,,,,,,,,,,,<a refstr=RUSTAMKULOV_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221110487R/abstract target=ref>Rustamkulov et al. 2022</a>,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Spectrograph (NIRSpec) - PRISM
WASP-39 b,1.0822,,2.089936,0.012652,-0.012652,0,,,,,,,,,,,,,<a refstr=RUSTAMKULOV_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221110487R/abstract target=ref>Rustamkulov et al. 2022</a>,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Spectrograph (NIRSpec) - PRISM
WASP-39 b,1.1315,,2.109131,0.008978,-0.008978,0,,,,,,,,,,,,,<a refstr=RUSTAMKULOV_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221110487R/abstract target=ref>Rustamkulov et al. 2022</a>,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Spectrograph (NIRSpec) - PRISM
WASP-39 b,1.1835,,2.106652,0.004422,-0.004422,0,,,,,,,,,,,,,<a refstr=RUSTAMKULOV_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221110487R/abstract target=ref>Rustamkulov et al. 2022</a>,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Spectrograph (NIRSpec) - PRISM
WASP-39 b,1.2379,,2.104664,0.004536,-0.004536,0,,,,,,,,,,,,,<a refstr=RUSTAMKULOV_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221110487R/abstract target=ref>Rustamkulov et al. 2022</a>,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Spectrograph (NIRSpec) - PRISM
WASP-39 b,1.2942,,2.115232,0.007301,-0.007301,0,,,,,,,,,,,,,<a refstr=RUSTAMKULOV_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221110487R/abstract target=ref>Rustamkulov et al. 2022</a>,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Spectrograph (NIRSpec) - PRISM
WASP-39 b,1.3520,,2.131603,0.013234,-0.013234,0,,,,,,,,,,,,,<a refstr=RUSTAMKULOV_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221110487R/abstract target=ref>Rustamkulov et al. 2022</a>,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Spectrograph (NIRSpec) - PRISM
